"RT- 472178 - University of Washington, Seattle",,,,,,,,,,,,,,,,,,,
Report Date 2022-02-14,,,,,,,,,,,,,,,,,,,
"Data refreshed nightly, Monday - Saturday. Last refresh at 2022-02-14 01:45 AM",,,,,,,,,,,,,,,,,,,
Year/Quarter: Autumn 2014 - Autumn 2021,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Academic_Year,Term,Course_Number,Course_Title,Student_Count,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average_GPA,
2016-17,20164 (Autumn 2016),B E 200 A,INTRO BUILT ENVMNTS,125,25,37,19,16,11,6,3,2,,,,3,3,3.2,
2016-17,20164 (Autumn 2016),B ECON 300 A,MANAGERIAL ECON,84,3,36,24,6,12,3,,,,,,,,3.3,
2016-17,20164 (Autumn 2016),B ECON 300 B,MANAGERIAL ECON,77,3,28,22,14,10,,,,,,,,,3.3,
2016-17,20164 (Autumn 2016),B ECON 300 C,MANAGERIAL ECON,77,,27,20,14,9,5,,1,,,,,1,3.2,
2016-17,20164 (Autumn 2016),B ECON 301 A,INTERMED MACROECON,48,7,12,10,3,8,2,2,2,1,,,,1,3.1,
2016-17,20164 (Autumn 2016),B ECON 420 A,FINANCIAL MARKETS,31,4,9,11,5,,,,1,,,,,1,3.3,
2016-17,20164 (Autumn 2016),B ECON 426 A,COMPET GLOBAL EC,41,6,20,11,4,,,,,,,,,,3.5,
2016-17,20164 (Autumn 2016),B ECON 427 A,INTERNATIONAL FIN,20,4,7,3,1,3,,1,1,,,,,,3.3,
2016-17,20164 (Autumn 2016),B ECON 500 B,INTRO BUS ECON,65,,19,30,15,,,,,,,,,1,3.3,
2016-17,20164 (Autumn 2016),B ECON 500 D,INTRO BUS ECON,66,1,25,30,10,,,,,,,,,,3.3,
2016-17,20164 (Autumn 2016),B ECON 500 G,INTRO BUS ECON,21,6,4,7,4,,,,,,,,,,3.5,
2016-17,20164 (Autumn 2016),B ECON 526 A,COMPET GLOBAL EC,49,15,24,10,,,,,,,,,,,3.6,
2016-17,20164 (Autumn 2016),B ECON 579 G,SPEC TOPICS IN BECN,21,,21,,,,,,,,,,,,3.6,
2016-17,20164 (Autumn 2016),B H 402 B,ETHICAL THEORY,16,1,9,5,1,,,,,,,,,,3.5,
2016-17,20164 (Autumn 2016),B H 456 A,SOCIAL JUSTICE HLTH,35,9,17,7,2,,,,,,,,,,3.6,
2016-17,20164 (Autumn 2016),BIBHEB 101 A,ELEM BIBLICAL HEBRE,15,14,,1,,,,,,,,,,,3.9,
2016-17,20164 (Autumn 2016),BIME 530 A,INTRODUCTION TO BHI,24,2,16,4,,1,1,,,,,,,,3.5,
2016-17,20164 (Autumn 2016),BIME 598 A,SP TPC IN INFOR,28,9,16,1,1,1,,,,,,,,,3.7,
2016-17,20164 (Autumn 2016),BIO A 101 A,HUMAN BIO DIVERSITY,149,5,43,33,45,14,5,2,1,1,,,,,3.1,
2016-17,20164 (Autumn 2016),BIO A 201 A,PRIN BIOLOGCL ANTH,94,26,12,12,10,12,6,5,2,3,1,3,1,1,3,
2016-17,20164 (Autumn 2016),BIO A 348 A,EVOL BIOL HUMAN DIV,40,3,12,4,8,2,1,2,2,2,,,2,2,2.8,
2016-17,20164 (Autumn 2016),BIO A 388 A,HUMAN FOSSIL EVOL,33,10,12,6,1,1,,,,,,,1,2,3.4,
2016-17,20164 (Autumn 2016),BIO A 482 A,HUMAN POP GENETICS,22,3,10,4,1,2,,,,,,,,2,3.4,
2016-17,20164 (Autumn 2016),BIOC 405 A,INTRO TO BIOCHEM,713,57,99,92,106,215,86,29,5,2,,,,22,2.9,
2016-17,20164 (Autumn 2016),BIOC 405 B,INTRO TO BIOCHEM,19,3,3,5,3,2,1,,1,,,,,1,3.2,
2016-17,20164 (Autumn 2016),BIOC 426 A,BIOCHEM LAB,53,4,37,10,1,1,,,,,,,,,3.5,
2016-17,20164 (Autumn 2016),BIOC 440 A,BIOCHEMISTRY,272,19,28,34,51,68,45,9,7,1,,,2,8,2.8,
2016-17,20164 (Autumn 2016),BIOC 530 A,STRUCTURAL BIOLOGY,49,21,24,2,1,,,,,,,,,1,3.7,
2016-17,20164 (Autumn 2016),BIOEN 215 A,BIOE PROBLEM SOLVING,124,73,46,1,2,,,,,,,,,2,3.8,
2016-17,20164 (Autumn 2016),BIOEN 325 A,BIOTRANSPORT I,74,10,42,9,11,1,,,,,,,,1,3.5,
2016-17,20164 (Autumn 2016),BIOEN 326 A,SOLID&GEL MECHANICS,74,11,29,23,6,4,,,,,,,,1,3.4,
2016-17,20164 (Autumn 2016),BIOEN 327 A,FLUID&MATERIALS LAB,18,11,7,,,,,,,,,,,,3.8,
2016-17,20164 (Autumn 2016),BIOEN 327 B,FLUID&MATERIALS LAB,15,10,5,,,,,,,,,,,,3.8,
2016-17,20164 (Autumn 2016),BIOEN 327 C,FLUID&MATERIALS LAB,15,7,7,1,,,,,,,,,,,3.7,
2016-17,20164 (Autumn 2016),BIOEN 327 E,FLUID&MATERIALS LAB,16,10,6,,,,,,,,,,,,3.8,
2016-17,20164 (Autumn 2016),BIOEN 457 A,ADV MOL BIOEN,20,3,4,7,5,1,,,,,,,,,3.3,
2016-17,20164 (Autumn 2016),BIOEN 490 A,ENG MATLS BIOMED AP,23,16,7,,,,,,,,,,,,3.8,
2016-17,20164 (Autumn 2016),BIOEN 498 A,SPECIAL TOPICS,28,4,19,4,,,,,,,,,,1,3.6,
2016-17,20164 (Autumn 2016),BIOEN 498 D,SPECIAL TOPICS,23,15,5,2,1,,,,,,,,,,3.8,
2016-17,20164 (Autumn 2016),BIOEN 504 A,INTRO TECH COMMERCN,32,7,16,7,2,,,,,,,,,,3.6,
2016-17,20164 (Autumn 2016),BIOEN 599 D,SPEC TOPICS BIOENG,16,4,9,2,1,,,,,,,,,,3.6,
2016-17,20164 (Autumn 2016),BIOL 100 B,INTRODCTRY BIOLOGY,16,,8,4,,2,2,,,,,,,,3.2,
2016-17,20164 (Autumn 2016),BIOL 100 F,INTRODCTRY BIOLOGY,15,3,3,2,2,2,,,2,,,,1,,2.9,
2016-17,20164 (Autumn 2016),BIOL 106 A,INTRO BIO SEMINAR,49,19,25,2,1,,,,,,,,1,1,3.7,
2016-17,20164 (Autumn 2016),BIOL 110 A,DISCOVERY SEM - BIO,23,6,7,3,6,1,,,,,,,,,3.4,
2016-17,20164 (Autumn 2016),BIOL 114 A,INTRO ASTROBIOLOGY,17,,6,3,3,1,1,,1,,,1,1,,2.8,
2016-17,20164 (Autumn 2016),BIOL 118 A,SURVEY OF PHYSIOL,375,26,31,82,87,51,27,23,14,8,3,2,10,11,2.8,
2016-17,20164 (Autumn 2016),BIOL 118 B,SURVEY OF PHYSIOL,22,1,6,4,6,2,2,,,1,,,,,3,
2016-17,20164 (Autumn 2016),BIOL 118 G,SURVEY OF PHYSIOL,28,7,4,10,3,,3,1,,,,,,,3.3,
2016-17,20164 (Autumn 2016),BIOL 119 A,ELEM PHYSIOL LAB,22,7,9,3,2,,,,,,,,,1,3.6,
2016-17,20164 (Autumn 2016),BIOL 119 B,ELEM PHYSIOL LAB,24,2,15,4,,2,,,,,,,1,,3.3,
2016-17,20164 (Autumn 2016),BIOL 119 C,ELEM PHYSIOL LAB,23,5,11,6,1,,,,,,,,,,3.6,
2016-17,20164 (Autumn 2016),BIOL 119 D,ELEM PHYSIOL LAB,22,,19,2,1,,,,,,,,,,3.5,
2016-17,20164 (Autumn 2016),BIOL 119 E,ELEM PHYSIOL LAB,24,3,12,9,,,,,,,,,,,3.5,
2016-17,20164 (Autumn 2016),BIOL 119 F,ELEM PHYSIOL LAB,21,,9,6,5,,1,,,,,,,,3.3,
2016-17,20164 (Autumn 2016),BIOL 180 A,INTRO BIOLOGY,652,50,95,113,99,116,60,47,32,7,7,3,9,14,2.8,
2016-17,20164 (Autumn 2016),BIOL 180 B,INTRO BIOLOGY,494,36,73,61,73,89,46,34,35,8,7,3,13,16,2.7,
2016-17,20164 (Autumn 2016),BIOL 200 A,INTRO BIOL,362,37,63,48,50,57,37,24,18,7,4,3,5,9,2.8,
2016-17,20164 (Autumn 2016),BIOL 220 A,INTRO BIOL,267,15,42,48,46,54,24,11,7,4,2,1,5,8,2.8,
2016-17,20164 (Autumn 2016),BIOL 280 A,THE HISTORY OF LIFE,126,12,25,28,22,19,10,3,2,,,,3,2,3,
2016-17,20164 (Autumn 2016),BIOL 302 A,LAB TECHNIQS IN CMB,40,5,12,9,5,5,1,,,,,,,3,3.3,
2016-17,20164 (Autumn 2016),BIOL 315 A,BIOL IMP CLMAT CHNG,43,6,9,8,10,3,3,,1,1,,,1,1,3.1,
2016-17,20164 (Autumn 2016),BIOL 340 A,GENETS & MOLEC ECOL,35,4,7,10,7,2,3,,1,,,,,1,3.1,
2016-17,20164 (Autumn 2016),BIOL 350 A,FOUNDTNS PHYSIOLOGY,105,3,14,14,24,18,8,9,2,1,3,2,3,4,2.7,
2016-17,20164 (Autumn 2016),BIOL 354 A,EVOL AND SYSTEMATICS,111,19,52,13,11,9,3,1,1,1,,,,1,3.4,
2016-17,20164 (Autumn 2016),BIOL 355 A,FNDATION MOL CEL BIO,70,23,21,11,7,4,4,,,,,,,,3.5,
2016-17,20164 (Autumn 2016),BIOL 355 B,FNDATION MOL CEL BIO,72,17,26,14,6,4,1,2,,1,,,1,,3.4,
2016-17,20164 (Autumn 2016),BIOL 356 A,FNDATNS IN ECOLOGY,92,9,31,20,12,7,8,2,1,1,1,,,,3.2,
2016-17,20164 (Autumn 2016),BIOL 380 A,BIOMED & SOCIETY,29,14,11,4,,,,,,,,,,,3.7,
2016-17,20164 (Autumn 2016),BIOL 400 A,MOLECULAR BIOLOGY,42,10,11,10,6,4,,1,,,,,,,3.4,
2016-17,20164 (Autumn 2016),BIOL 411 A,DEV BIOL,112,15,35,20,14,11,4,2,1,1,,,,9,3.3,
2016-17,20164 (Autumn 2016),BIOL 420 A,BIO GAME THEORY,58,15,15,12,8,4,1,,1,,,,,2,3.4,
2016-17,20164 (Autumn 2016),BIOL 423 A,MARINE ECOL PROCESS,22,4,7,2,4,2,1,1,,,,,,1,3.3,
2016-17,20164 (Autumn 2016),BIOL 427 A,BIOMECHANICS,76,12,30,16,7,9,1,,,,,,1,,3.3,
2016-17,20164 (Autumn 2016),BIOL 440 A,GENERAL MYCOLOGY,48,22,20,1,4,1,,,,,,,,,3.7,
2016-17,20164 (Autumn 2016),BIOL 441 A,LAND PLT EVO TRENDS,42,9,10,5,11,6,1,,,,,,,,3.3,
2016-17,20164 (Autumn 2016),BIOL 447 A,GREENING OF EARTH,22,6,2,4,5,2,,2,,,,,1,,3.1,
2016-17,20164 (Autumn 2016),BIOL 467 A,COMP ANIMAL PHYSIOL,41,19,12,5,4,,,,,,,,,1,3.6,
2016-17,20164 (Autumn 2016),BIOL 472 A,COMMUNITY ECOLOGY,16,3,5,3,2,1,1,,,,,,1,,3.1,
2016-17,20164 (Autumn 2016),BIOL 473 A,LIMNOLOGY,36,,10,12,9,4,1,,,,,,,,3.2,
2016-17,20164 (Autumn 2016),BIOL 473 B,LIMNOLOGY,37,2,10,15,5,2,,,,1,,,,2,3.2,
2016-17,20164 (Autumn 2016),BIOL 485 C,CELL MOLE& DEV SEMNR,18,15,2,1,,,,,,,,,,,3.9,
2016-17,20164 (Autumn 2016),BIOL 485 D,CELL MOLE& DEV SEMNR,16,14,1,1,,,,,,,,,,,3.9,
2016-17,20164 (Autumn 2016),BIOL 497 A,SPECIAL TOPICS,57,12,22,10,10,3,,,,,,,,,3.4,
2016-17,20164 (Autumn 2016),BIOL 497 C,SPECIAL TOPICS,45,12,24,2,3,1,,,,,1,,,2,3.6,
2016-17,20164 (Autumn 2016),BIOL 505 A,BIOTEACH INCL DIVRS,15,15,,,,,,,,,,,,,4,
2016-17,20164 (Autumn 2016),BIOST 310 A,BIOSTATISTICS,127,11,32,24,29,17,6,3,1,1,1,,1,1,3.1,
2016-17,20164 (Autumn 2016),BIOST 503 A,APPL STAT HLTH SCI,20,4,12,4,,,,,,,,,,,3.6,
2016-17,20164 (Autumn 2016),BIOST 511 A,MED BIOMETRY I,114,18,63,22,7,3,,,,,,,,1,3.5,
2016-17,20164 (Autumn 2016),BIOST 514 A,BIOSTATISTICS I,15,1,12,2,,,,,,,,,,,3.6,
2016-17,20164 (Autumn 2016),BIOST 517 A,APPLIED BIOSTAT I,94,4,39,35,11,3,,,,,,,,2,3.4,
2016-17,20164 (Autumn 2016),BIOST 536 A,CAT ANALYSIS EPIDEM,20,2,9,7,1,,,,,,,,,1,3.5,
2016-17,20164 (Autumn 2016),BSE 211 A,CREATIVITY & SOCIETY,100,1,46,31,14,6,1,,,,1,,,,3.3,
2016-17,20164 (Autumn 2016),BSE 248 A,PAPER PROPERTIES,21,3,8,7,3,,,,,,,,,,3.5,
2016-17,20164 (Autumn 2016),BSE 391 A,ENGR PRIN BIOREFINE,17,2,4,2,3,2,3,,,1,,,,,3,
2016-17,20164 (Autumn 2016),BSE 406 A,NAT PROD CHEMISTRY,20,1,4,6,8,1,,,,,,,,,3.2,
2016-17,20164 (Autumn 2016),C ENV 110 A,FOOD & ENVIRONMENT,68,7,26,10,11,8,4,1,1,,,,,,3.2,
2016-17,20164 (Autumn 2016),C LIT 240 A,WRITING IN C LIT,21,7,10,2,1,,,,,,,,,1,3.7,
2016-17,20164 (Autumn 2016),C LIT 240 B,WRITING IN C LIT,20,11,7,2,,,,,,,,,,,3.8,
2016-17,20164 (Autumn 2016),C LIT 240 C,WRITING IN C LIT,21,3,9,5,1,,2,,,,,,,1,3.4,
2016-17,20164 (Autumn 2016),C LIT 240 D,WRITING IN C LIT,20,6,10,3,1,,,,,,,,,,3.6,
2016-17,20164 (Autumn 2016),C LIT 240 E,WRITING IN C LIT,22,17,2,1,1,1,,,,,,,,,3.8,
2016-17,20164 (Autumn 2016),C LIT 240 F,WRITING IN C LIT,25,10,12,,,,,1,,,1,,1,,3.4,
2016-17,20164 (Autumn 2016),C LIT 240 G,WRITING IN C LIT,22,11,11,,,,,,,,,,,,3.8,
2016-17,20164 (Autumn 2016),C LIT 240 H,WRITING IN C LIT,24,3,11,3,4,,,,,,,1,,2,3.4,
2016-17,20164 (Autumn 2016),C LIT 240 L,WRITING IN C LIT,19,10,2,5,1,,,,,,,,1,,3.5,
2016-17,20164 (Autumn 2016),C LIT 250 A,INTRO: LIT & CULTR,24,14,5,2,1,,,,,,,,2,,3.4,
2016-17,20164 (Autumn 2016),C LIT 252 A,INTRO TO GENRES,25,3,8,8,4,1,,,1,,,,,,3.3,
2016-17,20164 (Autumn 2016),C LIT 357 A,LITERATURE & FILM,19,,7,3,3,3,,,2,,,,,1,3,
2016-17,20164 (Autumn 2016),C LIT 362 A,TPCS IN MODERN LIT,18,8,6,1,,1,,1,1,,,,,,3.4,
2016-17,20164 (Autumn 2016),CEE 220 A,INTRO MECH OF MATLS,77,3,14,18,19,15,5,1,,,,1,,1,3,
2016-17,20164 (Autumn 2016),CEE 291 A,AUTOCAD,68,50,10,,4,,,,,,,,,4,3.8,
2016-17,20164 (Autumn 2016),CEE 307 A,CONSTRUCTION ENGR,67,19,36,9,2,,,,,,,,,1,3.6,
2016-17,20164 (Autumn 2016),CEE 317 A,GEOSURVEYING,134,18,73,33,8,2,,,,,,,,,3.5,
2016-17,20164 (Autumn 2016),CEE 337 A,CONSTR MATERIALS,70,13,31,14,9,3,,,,,,,,,3.5,
2016-17,20164 (Autumn 2016),CEE 347 A,FLUID MECHANICS,69,2,16,31,16,3,,1,,,,,,,3.2,
2016-17,20164 (Autumn 2016),CEE 377 A,INTRO STRUCT DESIGN,69,6,7,23,17,11,3,2,,,,,,,3.1,
2016-17,20164 (Autumn 2016),CEE 416 A,URBAN TRAN PLG/DES,29,4,10,6,6,2,,,,,,,,1,3.4,
2016-17,20164 (Autumn 2016),CEE 424 A,GIS FOR CIV ENGRS,70,9,36,15,4,4,,,1,,,,1,,3.4,
2016-17,20164 (Autumn 2016),CEE 429 A,SUST BLDG INFRA,28,5,15,3,2,1,,1,,,,,,1,3.5,
2016-17,20164 (Autumn 2016),CEE 436 A,FNDN DESIGN,75,6,29,21,9,7,2,,,,,,,1,3.3,
2016-17,20164 (Autumn 2016),CEE 451 A,DES MET STRUC,67,6,14,18,4,13,3,1,3,,,1,1,3,3,
2016-17,20164 (Autumn 2016),CEE 452 A,DES REINF CONCR STR,70,8,21,12,9,10,2,1,3,1,,,,3,3.1,
2016-17,20164 (Autumn 2016),CEE 462 A,APPLIED LIMNOLOGY,31,6,9,7,3,3,1,,1,1,,,,,3.2,
2016-17,20164 (Autumn 2016),CEE 476 A,PHYSICAL HYDROLOGY,19,1,10,2,2,1,,,,,,,,3,3.4,
2016-17,20164 (Autumn 2016),CEE 483 A,DRINKING WTR TRTMT,21,4,5,2,7,1,,,,,,,,2,3.4,
2016-17,20164 (Autumn 2016),CEE 501 A,STR MECHANICS,17,3,8,4,2,,,,,,,,,,3.5,
2016-17,20164 (Autumn 2016),CEE 501 B,STR MECHANICS,24,4,9,6,5,,,,,,,,,,3.4,
2016-17,20164 (Autumn 2016),CEE 505 A,ENGR COMPUTING,31,17,12,1,1,,,,,,,,,,3.7,
2016-17,20164 (Autumn 2016),CEE 505 B,ENGR COMPUTING,24,9,8,2,2,,,,,,,,,3,3.7,
2016-17,20164 (Autumn 2016),CEE 511 B,ADV REINF CONCRETE,19,2,10,2,4,,,,,,,,,1,3.4,
2016-17,20164 (Autumn 2016),CEE 561 A,TRANSPORTATION PLAN,23,7,10,2,2,,,,,,,,1,1,3.5,
2016-17,20164 (Autumn 2016),CEE 564 A,SUSTAIN TRANS SYST,16,4,8,3,1,,,,,,,,,,3.6,
2016-17,20164 (Autumn 2016),CEE 588 C,ENERGY INFRA & ENV,16,8,8,,,,,,,,,,,,3.8,
2016-17,20164 (Autumn 2016),CEP 200 A,INTRO COM & ENV PLN,19,15,3,1,,,,,,,,,,,3.8,
2016-17,20164 (Autumn 2016),CEP 301 A,IDEA OF COMMUNITY,17,5,5,4,2,1,,,,,,,,,3.5,
2016-17,20164 (Autumn 2016),CEP 460 A,PLANNING IN CONTEXT,30,4,14,7,3,2,,,,,,,,,3.4,
2016-17,20164 (Autumn 2016),CFRM 463 A,R PROG FOR QUANTFIN,30,6,20,3,1,,,,,,,,,,3.6,
2016-17,20164 (Autumn 2016),CFRM 463 B,R PROG FOR QUANTFIN,28,3,12,7,1,1,2,1,,,,,,1,3.3,
2016-17,20164 (Autumn 2016),CFRM 510 A,SQL/VBA FOR FINANCE,28,19,7,2,,,,,,,,,,,3.8,
2016-17,20164 (Autumn 2016),CFRM 510 B,SQL/VBA FOR FINANCE,16,11,2,1,,2,,,,,,,,,3.7,
2016-17,20164 (Autumn 2016),CFRM 540 A,INVESTMENT SCI I,30,30,,,,,,,,,,,,,3.9,
2016-17,20164 (Autumn 2016),CFRM 540 B,INVESTMENT SCI I,26,16,8,1,,,,,,,,,,1,3.8,
2016-17,20164 (Autumn 2016),CFRM 540 C,INVESTMENT SCI I,18,11,5,1,1,,,,,,,,,,3.7,
2016-17,20164 (Autumn 2016),CFRM 541 B,INVESTMENT SCI II,30,9,15,4,1,1,,,,,,,,,3.6,
2016-17,20164 (Autumn 2016),CFRM 541 C,INVESTMENT SCI II,20,2,9,4,1,2,,,,,,,2,,3.1,
2016-17,20164 (Autumn 2016),CFRM 541 D,INVESTMENT SCI II,20,1,8,5,1,,,,1,,,,2,2,3,
2016-17,20164 (Autumn 2016),CFRM 544 B,OTHER DERIVATIVES,31,6,17,6,2,,,,,,,,,,3.6,
2016-17,20164 (Autumn 2016),CFRM 544 C,OTHER DERIVATIVES,24,,14,5,,1,,,1,,,,,3,3.4,
2016-17,20164 (Autumn 2016),CFRM 547 C,CREDIT RISK MGMT,38,17,12,5,3,,,,1,,,,,,3.6,
2016-17,20164 (Autumn 2016),CHEM 120 A,PRINCIPLES OF CHEM I,307,7,41,45,48,64,30,16,33,13,3,,3,4,2.7,
2016-17,20164 (Autumn 2016),CHEM 142 A,GENERAL CHEMISTRY,461,47,106,67,52,76,37,28,27,9,2,1,3,6,2.9,
2016-17,20164 (Autumn 2016),CHEM 142 B,GENERAL CHEMISTRY,516,49,113,106,73,80,35,22,19,10,1,,3,5,3,
2016-17,20164 (Autumn 2016),CHEM 142 C,GENERAL CHEMISTRY,257,33,39,31,35,44,23,12,14,7,5,2,4,8,2.8,
2016-17,20164 (Autumn 2016),CHEM 142 D,GENERAL CHEMISTRY,158,6,24,26,23,27,10,12,7,9,2,,10,2,2.6,
2016-17,20164 (Autumn 2016),CHEM 143 A,ACCELERATD GEN CHEM,36,11,11,5,4,4,1,,,,,,,,3.5,
2016-17,20164 (Autumn 2016),CHEM 145 A,H-GENERAL CHEMISTRY,66,12,28,17,7,1,,1,,,,,,,3.5,
2016-17,20164 (Autumn 2016),CHEM 152 A,GENERAL CHEMISTRY,229,5,24,37,33,41,31,25,8,6,1,3,7,8,2.6,
2016-17,20164 (Autumn 2016),CHEM 162 A,GENERAL CHEMISTRY,167,8,26,10,25,30,21,19,11,4,3,1,3,6,2.6,
2016-17,20164 (Autumn 2016),CHEM 162 B,GENERAL CHEMISTRY,179,8,21,22,33,39,18,16,11,3,1,1,3,3,2.7,
2016-17,20164 (Autumn 2016),CHEM 223 A,ORG CHEM SHORT PROG,120,13,7,6,9,16,14,16,10,4,5,3,8,9,2.3,
2016-17,20164 (Autumn 2016),CHEM 237 A,ORGANIC CHEMISTRY,221,8,31,34,26,47,31,20,7,1,2,,1,13,2.8,
2016-17,20164 (Autumn 2016),CHEM 237 B,ORGANIC CHEMISTRY,298,33,49,34,35,46,31,23,21,8,6,3,5,4,2.7,
2016-17,20164 (Autumn 2016),CHEM 237 C,ORGANIC CHEMISTRY,286,22,37,34,46,34,32,24,15,9,9,10,5,9,2.6,
2016-17,20164 (Autumn 2016),CHEM 238 A,ORGANIC CHEMISTRY,143,14,15,16,23,24,18,15,6,3,2,,2,5,2.7,
2016-17,20164 (Autumn 2016),CHEM 239 A,ORGANIC CHEMISTRY,203,15,34,34,32,42,27,10,6,,,,1,2,2.9,
2016-17,20164 (Autumn 2016),CHEM 241 A,ORGANIC CHEM LAB,120,14,23,16,17,19,10,4,1,4,1,1,3,7,2.9,
2016-17,20164 (Autumn 2016),CHEM 242 A,ORGANIC CHEM LAB,126,13,37,37,20,9,4,1,1,,,,1,3,3.2,
2016-17,20164 (Autumn 2016),CHEM 312 A,INORGANIC CHEMISTRY,118,8,19,26,22,21,7,2,3,3,3,,2,2,2.9,
2016-17,20164 (Autumn 2016),CHEM 321 A,QUANTITATIVE ANLYS,37,4,8,8,9,5,2,,,,,,,1,3.2,
2016-17,20164 (Autumn 2016),CHEM 335 A,H-ORGANIC CHEMISTRY,48,10,24,11,3,,,,,,,,,,3.6,
2016-17,20164 (Autumn 2016),CHEM 416 A,TRANSITION METALS,43,6,12,5,2,3,7,4,1,,1,,1,1,2.9,
2016-17,20164 (Autumn 2016),CHEM 429 A,SEPARATION TECHS,16,3,1,4,2,5,,1,,,,,,,3.1,
2016-17,20164 (Autumn 2016),CHEM 452 A,PHYS CHEM BIOC I,78,8,17,12,18,17,3,,,1,,,,2,3.1,
2016-17,20164 (Autumn 2016),CHEM 452 B,PHYS CHEM BIOC I,78,27,12,6,7,10,3,2,7,1,1,,,2,3.2,
2016-17,20164 (Autumn 2016),CHEM 455 A,PHYSICAL CHEMISTRY,40,3,9,7,4,5,3,3,1,1,,,,4,3,
2016-17,20164 (Autumn 2016),CHEM 455 B,PHYSICAL CHEMISTRY,68,9,11,15,7,4,10,3,3,1,1,,3,1,2.8,
2016-17,20164 (Autumn 2016),CHEM 460 A,SPECT MOLEC IDENT,37,3,6,9,5,6,2,2,2,,,,,2,3,
2016-17,20164 (Autumn 2016),CHEM 461 A,PHYS CHEM LAB,16,3,6,3,,1,,1,2,,,,,,3.2,
2016-17,20164 (Autumn 2016),CHEM 508 A,ADV INORGANIC CHEM,17,3,9,2,2,1,,,,,,,,,3.5,
2016-17,20164 (Autumn 2016),CHEM 530 A,ADV PHYS ORGNC CHEM,25,5,8,7,5,,,,,,,,,,3.4,
2016-17,20164 (Autumn 2016),CHEM 550 A,INTRO QUANTUM CHEM,23,8,7,7,1,,,,,,,,,,3.6,
2016-17,20164 (Autumn 2016),CHEM E 325 A,ENERGY AND ENTROPY,68,1,20,16,18,9,1,2,1,,,,,,3.1,
2016-17,20164 (Autumn 2016),CHEM E 330 A,TRANSPORT PROCESS I,35,1,8,13,6,4,,2,1,,,,,,3.1,
2016-17,20164 (Autumn 2016),CHEM E 330 B,TRANSPORT PROCESS I,33,6,18,6,3,,,,,,,,,,3.5,
2016-17,20164 (Autumn 2016),CHEM E 341 A,ENERGY & ENVIRON,26,7,12,1,,3,1,,1,,,,1,,3.3,
2016-17,20164 (Autumn 2016),CHEM E 435 A,TRANSP PROCESS III,63,3,20,8,11,9,8,2,1,,,1,,,3,
2016-17,20164 (Autumn 2016),CHEM E 455 A,SURF COLL SCI LAB,26,3,17,2,2,2,,,,,,,,,3.5,
2016-17,20164 (Autumn 2016),CHEM E 456 A,QUANT MECH CHEM E,22,3,9,5,4,,,1,,,,,,,3.4,
2016-17,20164 (Autumn 2016),CHEM E 465 A,REACTOR DESIGN,63,5,15,13,10,11,1,2,3,2,1,,,,3,
2016-17,20164 (Autumn 2016),CHEM E 481 A,PROCESS OPTIMIZATN,27,7,12,2,4,1,,1,,,,,,,3.5,
2016-17,20164 (Autumn 2016),CHEM E 512 A,METH OF ENGR ANALYS,40,36,3,1,,,,,,,,,,,3.8,
2016-17,20164 (Autumn 2016),CHEM E 525 A,CHEM ENGR THERMDYNM,38,7,19,7,5,,,,,,,,,,3.5,
2016-17,20164 (Autumn 2016),CHEM E 530 A,"MOMNT,HT,MS TR I",40,21,7,6,4,2,,,,,,,,,3.6,
2016-17,20164 (Autumn 2016),CHID 222 A,BIOFUTURES,94,40,35,14,1,,1,,,,1,,1,1,3.6,
2016-17,20164 (Autumn 2016),CHID 230 A,INTRO DISABILITY ST,31,17,3,5,2,1,2,,,,,,1,,3.5,
2016-17,20164 (Autumn 2016),CHID 390 A,COLLOQ HIST IDEAS,35,12,16,2,4,,,,,,,,,1,3.6,
2016-17,20164 (Autumn 2016),CHID 480 B,ADV SPECIAL TOPICS,16,7,6,,,,,,,,,2,1,,3.2,
2016-17,20164 (Autumn 2016),CHIN 101 A,1ST-YR CHIN-NH,49,6,21,5,4,6,2,2,,,,,2,1,3.1,
2016-17,20164 (Autumn 2016),CHIN 101 B,1ST-YR CHIN-NH,55,9,26,3,4,6,1,3,2,,,,,1,3.3,
2016-17,20164 (Autumn 2016),CHIN 111 A,1ST-YR CHIN-H,18,5,12,,,,,,,,,,,1,3.7,
2016-17,20164 (Autumn 2016),CHIN 201 A,2ND-YR CHIN-NH,19,3,6,5,3,1,,,,,,,,1,3.4,
2016-17,20164 (Autumn 2016),CHIN 301 A,3RD-YR CHIN-NH,21,10,3,1,2,1,1,2,,,,,,1,3.4,
2016-17,20164 (Autumn 2016),CHIN 301 B,3RD-YR CHIN-NH,20,10,5,,3,,2,,,,,,,,3.5,
2016-17,20164 (Autumn 2016),CHIN 342 A,THE CHINESE LANGUAGE,29,3,11,3,1,6,2,2,,,,,,1,3.2,
2016-17,20164 (Autumn 2016),CHIN 373 A,CHINESE POETRY,23,4,7,4,4,3,,1,,,,,,,3.3,
2016-17,20164 (Autumn 2016),CHIN 451 A,FIRST-YR CLASSICAL,17,2,6,3,,1,,2,,,,,2,1,2.9,
2016-17,20164 (Autumn 2016),CHSTU 254 A,NW LATINOS,37,3,27,5,,,,,,,,,1,1,3.5,
